Recid,subid,Unnamed: 0,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps_civique,corporation,poele,page,colonne,ligne,AuthNameForename,Length
aves_aa_4R_auth_0032,"['aves_aa_4R_1401_0031', 'aves_aa_4R_1404_0031', 'aves_aa_4R_1408_0031']","[nan, nan, nan]","[1401, 1404, 1408]","['conseiller_des_boulangers', 'conseiller_des_boulangers', 'conseiller_des_boulangers']","['Johanns pfister Sant Thoman', 'Johanns pfister Sant Thoman', 'Johanns pfister sant Thoman']","['johanns', 'johanns', 'johanns']","['', '', '']","['sankt-thoman', 'sankt-thoman', 'sankt-thoman']","[nan, nan, nan]","[""['pfister']"", ""['pfister']"", ""['pfister']""]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_boulangers', 'corporation_des_boulangers', 'corporation_des_boulangers']","[nan, nan, nan]","[132, 135, 139]","[nan, nan, nan]","[30, 31, 31]",", johanns",3
aves_aa_4R_auth_0033,"['aves_aa_4R_1401_0032', 'aves_aa_4R_1405_0032', 'aves_aa_4R_1409_0032']","[nan, nan, nan]","[1401, 1405, 1409]","['conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers']","['Wilhelm von Berse', 'Wilhelm von Berse', 'Wilhelm von Berse']","['wilhelm', 'wilhelm', 'wilhelm']","['berse, von', 'berse, von', 'berse, von']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers']","[nan, nan, nan]","[132, 136, 140]","[nan, nan, nan]","[31, 32, 32]","berse, von, wilhelm",3
aves_aa_4R_auth_0034,"['aves_aa_4R_1401_0033', 'aves_aa_4R_1408_0033']","[nan, nan]","[1401, 1408]","['conseiller_des_drapiers', 'conseiller_des_drapiers']","['Hanseman Herbst', 'Hanseman Herbst']","['johanns', 'johanns']","['herbst', 'herbst']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_drapiers', 'corporation_des_drapiers']","[nan, nan]","[132, 139]","[nan, nan]","[32, 33]","herbst, johanns",2
aves_aa_4R_auth_0035,['aves_aa_4R_1401_0034'],[nan],[1401],['conseiller_des_tonneliers'],['Johanns Langnefe'],['johanns'],['langneffe'],[nan],[nan],[nan],['echevinat'],['corporation_des_tonneliers'],[nan],[132],[nan],[33],"langneffe, johanns",1
aves_aa_4R_auth_0036,"['aves_aa_4R_1401_0035', 'aves_aa_4R_1406_0035', 'aves_aa_4R_1416_0035', 'aves_aa_4R_1424_0022']","[nan, nan, nan, nan]","[1401, 1406, 1416, 1424]","['conseiller_des_tanneurs', 'conseiller_des_tanneurs', 'conseiller_des_tanneurs', 'conseiller_des_tanneurs']","['Johanns Hanseler der gerwer', 'Johans Hanseler', 'Hanns Hannseler', 'Hanns Hanseler']","['johanns', 'johanns', 'johanns', 'johanns']","['hanseler', 'hanseler', 'hanseler', 'hanseler']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[""['gerwer']"", nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_tanneurs', 'corporation_des_tanneurs', 'corporation_des_tanneurs', 'corporation_des_tanneurs']","[nan, nan, nan, nan]","[132, 137, 147, 155]","[nan, nan, nan, nan]","[34, 35, 36, 22]","hanseler, johanns",4
aves_aa_4R_auth_0037,"['aves_aa_4R_1401_0036', 'aves_aa_4R_1402_0035', 'aves_aa_4R_1409_0036', 'aves_aa_4R_1413_0036', 'aves_aa_4R_1423_0023']","[nan, nan, nan, nan, nan]","[1401, 1402, 1409, 1413, 1423]","['conseiller_des_cabaretiers', 'conseiller_des_cabaretiers', 'conseiller_des_cabaretiers', 'conseiller_des_cabaretiers', 'conseiller_des_cabaretiers']","['her Heinrich Cranich altammeister', 'Heinrich Cranich', 'Heinrich Kranich', 'Heinrich Kranich', 'Heinrich Cranich']","['heinrich', 'heinrich', 'heinrich', 'heinrich', 'heinrich']","['kranich', 'kranich', 'kranich', 'kranich', 'kranich']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[""['her', 'altammeister']"", nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_cabaretiers', 'corporation_des_cabaretiers', 'corporation_des_cabaretiers', 'corporation_des_cabaretiers', 'corporation_des_cabaretiers']","[nan, nan, nan, nan, nan]","[132, 133, 140, 144, 154]","[nan, nan, nan, nan, nan]","[35, 35, 36, 36, 23]","kranich, heinrich",5
aves_aa_4R_auth_0038,"['aves_aa_4R_1401_0037', 'aves_aa_4R_1410_0037', 'aves_aa_4R_1414_0037', 'aves_aa_4R_1419_0037']","[nan, nan, nan, nan]","[1401, 1410, 1414, 1419]","['conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons']","['Johanns Ganß der alter', 'Johanns Ganser der eilter', 'Hanns Ganser der eilter', 'Hanns Ganser']","['johanns', 'johanns', 'johanns', 'johanns']","['gans', 'ganser', 'ganser', 'ganser']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons']","[nan, nan, nan, nan]","[132, 141, 145, 150]","[nan, nan, nan, nan]","[36, 37, 37, 2]","gans, johanns",4
aves_aa_4R_auth_0039,"['aves_aa_4R_1401_0038', 'aves_aa_4R_1410_0038', 'aves_aa_4R_1420_0025', 'aves_aa_4R_1423_0025', 'aves_aa_4R_1427_0024', 'aves_aa_4R_1430_0024', 'aves_aa_4R_1434_0024']","[nan, nan, nan, nan, nan, nan, nan]","[1401, 1410, 1420, 1423, 1427, 1430, 1434]","['conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons']","['Eberlin von Truhtersheim', 'Eberlin von Truhtersheim', 'Eberlin von Truhtersheim', 'Eberlin von Truhterßheim', 'Eberlin von Druhterßheim', 'Eberlin von Truhterßheim', 'Eberlin von Truhtersheim']","['eberhart', 'eberhart', 'eberhart', 'eberhart', 'eberhart', 'eberhart', 'eberhart']","['trüchtersheim, von', 'trüchtersheim, von', 'trüchtersheim, von', 'trüchtersheim, von', 'trüchtersheim, von', 'trüchtersheim, von', 'trüchtersheim, von']","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons']","[nan, nan, nan, nan, nan, nan, nan]","[132, 141, 151, 154, 158, 161, 165]","[nan, nan, nan, nan, nan, nan, nan]","[37, 38, 25, 25, 24, 24, 24]","trüchtersheim, von, eberhart",7
aves_aa_4R_auth_0040,['aves_aa_4R_1401_0039'],[nan],[1401],['conseiller_des_tailleurs'],['Heilman der schnider'],['heilmann'],[''],[nan],[nan],"[""['schnider']""]",['echevinat'],['corporation_des_tailleurs'],[nan],[132],[nan],[1],", heilmann",1
aves_aa_4R_auth_0041,"['aves_aa_4R_1401_0040', 'aves_aa_4R_1402_0039']","[nan, nan]","[1401, 1402]","['conseiller_des_bateliers', 'conseiller_des_bateliers']","['Johanns Nellesheim der jung', 'Johanns Nellesheim genant Rethanns']","['johanns', 'johanns']","['nellesheim', 'nellesheim']","[nan, 'rethanns']","['der junge', nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_bateliers', 'corporation_des_bateliers']","[nan, nan]","[132, 133]","[nan, nan]","[2, 2]","nellesheim, johanns",2
aves_aa_4R_auth_0042,"['aves_aa_4R_1401_0041', 'aves_aa_4R_1405_0041', 'aves_aa_4R_1410_0041', 'aves_aa_4R_1413_0040', 'aves_aa_4R_1415_0040', 'aves_aa_4R_1422_0028', 'aves_aa_4R_1427_0027']","[nan, nan, nan, nan, nan, nan, nan]","[1401, 1405, 1410, 1413, 1415, 1422, 1427]","['conseiller_des_pelletiers', 'conseiller_des_pelletiers', 'conseiller_des_pelletiers', 'conseiller_des_pelletiers', 'conseiller_des_pelletiers', 'conseiller_des_pelletiers', 'conseiller_des_pelletiers']","['Heintzeman Selose', 'Heintzman Selose', 'Heintzman Selose', 'Heintzeman Selo?se', 'Heintzman Selose', 'Heintzman Selose', 'Heintzman Selose']","['heintz', 'heintz', 'heintz', 'heintz', 'heintz', 'heintz', 'heintz']","['seelose', 'seelose', 'seelose', 'seelose', 'seelose', 'seelose', 'seelose']","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_pelletiers', 'corporation_des_pelletiers', 'corporation_des_pelletiers', 'corporation_des_pelletiers', 'corporation_des_pelletiers', 'corporation_des_pelletiers', 'corporation_des_pelletiers']","[nan, nan, nan, nan, nan, nan, nan]","[132, 136, 141, 144, 146, 153, 158]","[nan, nan, nan, nan, nan, nan, nan]","[3, 3, 3, 4, 3, 28, 27]","seelose, heintz",7
aves_aa_4R_auth_0043,"['aves_aa_4R_1401_0042', 'aves_aa_4R_1403_0042']","[nan, nan]","[1401, 1403]","['conseiller_des_charpentiers', 'conseiller_des_charpentiers']","['Otman Münch', 'Otteman Münch']","['ottemann', 'ottemann']","['münch', 'münch']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_charpentiers', 'corporation_des_charpentiers']","[nan, nan]","[132, 134]","[nan, nan]","[4, 6]","münch, ottemann",2
aves_aa_4R_auth_0044,['aves_aa_4R_1401_0043'],[nan],[1401],['conseiller_des_crieurs_et_mesureurs_de_vin'],['Fritsch Beildeck'],['fritsch'],['beildeck'],[nan],[nan],[nan],['echevinat'],['corporation_des_crieurs_et_mesureurs_de_vin'],[nan],[132],[nan],[5],"beildeck, fritsch",1
aves_aa_4R_auth_0045,['aves_aa_4R_1401_0044'],[nan],[1401],['conseiller_des_cordonniers'],['Cristian vor den Barfüsser'],['christian'],[''],"['barfüssern, vor den']",[nan],[nan],['echevinat'],['corporation_des_cordonniers'],[nan],[132],[nan],[6],", christian",1
aves_aa_4R_auth_0046,['aves_aa_4R_1401_0045'],[nan],[1401],['conseiller_des_orfevres'],['Claus Hennickin der goltschmit'],['claus'],['henneckin'],[nan],[nan],"[""['goltschmit']""]",['echevinat'],['corporation_des_orfevres'],[nan],[132],[nan],[7],"henneckin, claus",1
aves_aa_4R_auth_0047,['aves_aa_4R_1401_0046'],[nan],[1401],['conseiller_des_marchands_de_grains'],['Andres Rinowe'],['andres'],['rhinau'],[nan],[nan],[nan],['echevinat'],['corporation_des_marchands_de_grains'],[nan],[132],[nan],[8],"rhinau, andres",1
aves_aa_4R_auth_0048,['aves_aa_4R_1401_0047'],[nan],[1401],['conseiller_des_jardiniers'],['Johanns Staheler'],['johanns'],['stacheler'],[nan],[nan],[nan],['echevinat'],['corporation_des_jardiniers'],[nan],[132],[nan],[9],"stacheler, johanns",1
aves_aa_4R_auth_0049,['aves_aa_4R_1401_0048'],[nan],[1401],['conseiller_des_pêcheurs'],['Stöffelin der vischer'],['stoffelus'],[''],[nan],[nan],"[""['vischer']""]",['echevinat'],['corporation_des_pêcheurs'],[nan],[132],[nan],[10],", stoffelus",1
aves_aa_4R_auth_0050,"['aves_aa_4R_1401_0049', 'aves_aa_4R_1413_0048']","[nan, nan]","[1401, 1413]","['conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs']","['Johanns Pfennigman', 'Johans Pfennigman']","['johanns', 'johanns']","['pfennigmann', 'pfennigmann']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs']","[nan, nan]","[132, 144]","[nan, nan]","[11, 12]","pfennigmann, johanns",2
aves_aa_4R_auth_0051,"['aves_aa_4R_1401_0050', 'aves_aa_4R_1409_0050', 'aves_aa_4R_1415_0049']","[nan, nan, nan]","[1401, 1409, 1415]","['conseiller_des_sauniers', 'conseiller_des_sauniers', 'conseiller_des_sauniers']","['Johanns Saltzmütter der jung', 'Hanseman Saltzmütter der jung', 'Hanns Saltzmu?tter']","['johanns', 'johanns', 'johanns']","['saltzmütter', 'saltzmütter', 'saltzmütter']","[nan, nan, nan]","['der junge', 'der junge', nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_sauniers', 'corporation_des_sauniers', 'corporation_des_sauniers']","[nan, nan, nan]","[132, 140, 146]","[nan, nan, nan]","[12, 12, 12]","saltzmütter, johanns",3
aves_aa_4R_auth_0052,"['aves_aa_4R_1401_0051', 'aves_aa_4R_1417_0052']","[nan, nan]","[1401, 1417]","['conseiller_des_tisserands', 'conseiller_des_tisserands']","['Johanns Tölde', 'Hanns Tolde']","['johanns', 'johanns']","['dolde', 'dolde']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tisserands', 'corporation_des_tisserands']","[nan, nan]","[132, 148]","[nan, nan]","[13, 17]","dolde, johanns",2
aves_aa_4R_auth_0053,"['aves_aa_4R_1401_0052', 'aves_aa_4R_1406_0051', 'aves_aa_4R_1413_0051', 'aves_aa_4R_1423_0039']","[nan, nan, nan, nan]","[1401, 1406, 1413, 1423]","['conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers']","['Walther Schrotbanck', 'Walther Schrotbanck', 'Walther Schrotbanck', 'Walther Schrotbanck']","['walther', 'walther', 'walther', 'walther']","['schrotbanck', 'schrotbanck', 'schrotbanck', 'schrotbanck']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers']","[nan, nan, nan, nan]","[132, 137, 144, 154]","[nan, nan, nan, nan]","[14, 9, 15, 2]","schrotbanck, walther",4
aves_aa_4R_auth_0054,['aves_aa_4R_1401_0053'],[nan],[1401],['conseiller_des_charrons'],['Wigang der kistener'],[''],['wigang'],[nan],[nan],"[""['kistener']""]",['echevinat'],['corporation_des_charrons'],[nan],[132],[nan],[15],"wigang, ",1
aves_aa_4R_auth_0055,['aves_aa_4R_1401_0054'],[nan],[1401],['conseiller_des_regrattiers_cordiers_et_fruitiers'],['Diemar CleinHanns'],['diethmar'],['kleinhanns'],[nan],[nan],[nan],['echevinat'],['corporation_des_regrattiers_cordiers_et_fruitiers'],[nan],[132],[nan],[16],"kleinhanns, diethmar",1
aves_aa_4R_auth_0056,['aves_aa_4R_1401_0055'],[nan],[1401],['conseiller_des_coltineurs_de_tonneaux'],['Claus Kornbick'],['claus'],['kornbick'],[nan],[nan],[nan],['echevinat'],['corporation_des_coltineurs_de_tonneaux'],[nan],[132],[nan],[17],"kornbick, claus",1
aves_aa_4R_auth_0057,"['aves_aa_4R_1401_0056', 'aves_aa_4R_1404_0056', 'aves_aa_4R_1406_0055', 'aves_aa_4R_1408_0056', 'aves_aa_4R_1410_0056', 'aves_aa_4R_1412_0056', 'aves_aa_4R_1414_0056', 'aves_aa_4R_1416_0056', 'aves_aa_4R_1419_0056', 'aves_aa_4R_1422_0043', 'aves_aa_4R_1424_0043']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1401, 1404, 1406, 1408, 1410, 1412, 1414, 1416, 1419, 1422, 1424]","['conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux', 'conseiller_des_constructeurs_de_bateaux']","['Leonhart Babst', 'Leonhart Bobst', 'Lienhart Bobest', 'Leonhart Bobst', 'Leonhart Bobst', 'Leonhart Bobst', 'Lienhart Bopst', 'Leonhart Bobst', 'Leonhardt Bobst', 'Leonhart Bobst', 'Leonhart Bobst']","['lienhart', 'lienhart', 'lienhart', 'lienhart', 'lienhart', 'lienhart', 'lienhart', 'lienhart', 'lienhart', 'lienhart', 'lienhart']","['bobst', 'bobst', 'bobst', 'bobst', 'bobst', 'bobst', 'bobst', 'bobst', 'bobst', 'bobst', 'bobst']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux', 'corporation_des_constructeurs_de_bateaux']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[132, 135, 137, 139, 141, 143, 145, 147, 150, 153, 155]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[18, 16, 13, 18, 18, 16, 19, 20, 21, 5, 5]","bobst, lienhart",11
aves_aa_4R_auth_0058,"['aves_aa_4R_1401_0057', 'aves_aa_4R_1403_0057', 'aves_aa_4R_1405_0057', 'aves_aa_4R_1410_0057']","[nan, nan, nan, nan]","[1401, 1403, 1405, 1410]","['conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps']","['Walther Oleman', 'Walther Olman', 'Walther Oleman', 'Walther Oleman']","['walther', 'walther', 'walther', 'walther']","['ölmann', 'ölmann', 'ölmann', 'ölmann']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps']","[nan, nan, nan, nan]","[132, 134, 136, 141]","[nan, nan, nan, nan]","[19, 21, 19, 19]","ölmann, walther",4
aves_aa_4R_auth_0059,"['aves_aa_4R_1402_0029', 'aves_aa_4R_1404_0030', 'aves_aa_4R_1416_0030', 'aves_aa_4R_1418_0030', 'aves_aa_4R_1423_0017']","[nan, nan, nan, nan, nan]","[1402, 1404, 1416, 1418, 1423]","['conseiller_des_marchands', 'conseiller_des_marchands', 'conseiller_des_marchands', 'conseiller_des_marchands', 'conseiller_des_marchands']","['Hanns Barpfennig', 'Johanns Barpfennig', 'Hanns Barpfennig', 'Johanns Barpfennig', 'Hanns Barpfennig']","['johanns', 'johanns', 'johanns', 'johanns', 'johanns']","['barpfennig', 'barpfennig', 'barpfennig', 'barpfennig', 'barpfennig']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_marchands', 'corporation_des_marchands', 'corporation_des_marchands', 'corporation_des_marchands', 'corporation_des_marchands']","[nan, nan, nan, nan, nan]","[133, 135, 147, 149, 154]","[nan, nan, nan, nan, nan]","[29, 30, 31, 30, 17]","barpfennig, johanns",5
aves_aa_4R_auth_0060,['aves_aa_4R_1402_0030'],[nan],[1402],['conseiller_des_boulangers'],['Cüntz am Staden'],['küntz'],[''],"['staden, am']",[nan],[nan],['echevinat'],['corporation_des_boulangers'],[nan],[133],[nan],[30],", küntz",1
aves_aa_4R_auth_0061,['aves_aa_4R_1402_0032'],[nan],[1402],['conseiller_des_drapiers'],['Johanns Verwer'],['johanns'],['färber'],[nan],[nan],[nan],['echevinat'],['corporation_des_drapiers'],[nan],[133],[nan],[32],"färber, johanns",1
aves_aa_4R_auth_0062,['aves_aa_4R_1402_0033'],[nan],[1402],['conseiller_des_tonneliers'],['Hanns Heinrich züm Zoller'],['johanns'],['heinrich'],"['zoller, zum']",[nan],[nan],['echevinat'],['corporation_des_tonneliers'],[nan],[133],[nan],[33],"heinrich, johanns",1
aves_aa_4R_auth_0063,['aves_aa_4R_1402_0034'],[nan],[1402],['conseiller_des_tanneurs'],['Heintz Stumpff'],['heintz'],['stumpf'],[nan],[nan],[nan],['echevinat'],['corporation_des_tanneurs'],[nan],[133],[nan],[34],"stumpf, heintz",1
aves_aa_4R_auth_0064,"['aves_aa_4R_1402_0036', 'aves_aa_4R_1408_0037', 'aves_aa_4R_1411_0036']","[nan, nan, nan]","[1402, 1408, 1411]","['conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons']","['Johanns Bergheim genant Ammeister', 'Johanns von Bergheim genant Ammeister', 'Johanns Ammeister']","['johanns', 'johanns', 'johanns']","['bergheim', 'bergheim, von', 'ammeister']","['ammeister', 'ammeister', nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons']","[nan, nan, nan]","[133, 139, 142]","[nan, nan, nan]","[36, 37, 37]","bergheim, johanns",3
aves_aa_4R_auth_0065,"['aves_aa_4R_1402_0037', 'aves_aa_4R_1406_0038', 'aves_aa_4R_1409_0038', 'aves_aa_4R_1412_0038', 'aves_aa_4R_1414_0038', 'aves_aa_4R_1419_0038']","[nan, nan, nan, nan, nan, nan]","[1402, 1406, 1409, 1412, 1414, 1419]","['conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons']","['Steffan Sporer', 'Steffan Sporer', 'Steffan Sporer', 'Steffan Sporer', 'Steffan Sporer', 'Steffan Sporer']","['stefan', 'stefan', 'stefan', 'stefan', 'stefan', 'stefan']","['sporer', 'sporer', 'sporer', 'sporer', 'sporer', 'sporer']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons']","[nan, nan, nan, nan, nan, nan]","[133, 137, 140, 143, 145, 150]","[nan, nan, nan, nan, nan, nan]","[37, 38, 38, 38, 1, 3]","sporer, stefan",6
aves_aa_4R_auth_0066,"['aves_aa_4R_1402_0038', 'aves_aa_4R_1405_0039']","[nan, nan]","[1402, 1405]","['conseiller_des_tailleurs', 'conseiller_des_tailleurs']","['Heintz Schön', 'Heintz Schön']","['heintz', 'heintz']","['schön', 'schön']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tailleurs', 'corporation_des_tailleurs']","[nan, nan]","[133, 136]","[nan, nan]","[1, 1]","schön, heintz",2
