RangConseil,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne,Unnamed: 0
38,aves_aa_4R_1405_0039,1405,conseiller_des_tailleurs,Heintz Schön,heintz,schön,,,,echevinat,corporation_des_tailleurs,,136,2,1,39.0
39,aves_aa_4R_1405_0040,1405,conseiller_des_bateliers,her Peter Sünner,peter,sünner,,,['her'],echevinat,corporation_des_bateliers,,136,2,2,40.0
40,aves_aa_4R_1405_0041,1405,conseiller_des_pelletiers,Heintzman Selose,heintz,seelose,,,,echevinat,corporation_des_pelletiers,,136,2,3,41.0
41,aves_aa_4R_1405_0042,1405,conseiller_des_charpentiers,der lang Obreht,obrecht,,der lange,,,echevinat,corporation_des_charpentiers,,136,2,4,42.0
42,aves_aa_4R_1405_0043,1405,conseiller_des_crieurs_et_mesureurs_de_vin,Claus Hechde,claus,hechde,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,136,2,5,43.0
43,aves_aa_4R_1405_0044,1405,conseiller_des_cordonniers,Johanns Loubeck,johanns,laubeck,,,,echevinat,corporation_des_cordonniers,,136,2,6,44.0
44,aves_aa_4R_1405_0045,1405,conseiller_des_orfevres,Claus Arge,claus,arge,,,,echevinat,corporation_des_orfevres,,136,2,7,45.0
45,aves_aa_4R_1405_0046,1405,conseiller_des_marchands_de_grains,Claus Melbrü,claus,melbrühe,,,,echevinat,corporation_des_marchands_de_grains,,136,2,8,46.0
46,aves_aa_4R_1405_0047,1405,conseiller_des_jardiniers,Peter Wintzler,peter,wintzler,,,,echevinat,corporation_des_jardiniers,,136,2,9,47.0
47,aves_aa_4R_1405_0048,1405,conseiller_des_pêcheurs,Hanns Lamb,johanns,lamb,,,,echevinat,corporation_des_pêcheurs,,136,2,10,48.0
48,aves_aa_4R_1405_0049,1405,conseiller_des_barbiers_et_baigneurs,Marx Rorer,marx,rohrer,,,,echevinat,corporation_des_barbiers_et_baigneurs,,136,2,11,49.0
49,aves_aa_4R_1405_0050,1405,conseiller_des_sauniers,Claus Messerer,claus,messerer,,,,echevinat,corporation_des_sauniers,,136,2,12,50.0
50,aves_aa_4R_1405_0051,1405,conseiller_des_tisserands,Üllin Frye,uhlmann,frei,,,,echevinat,corporation_des_tisserands,,136,2,13,51.0
51,aves_aa_4R_1405_0052,1405,conseiller_des_gourmets_et_courtiers,Hanns Diether,johanns,diether,,,,echevinat,corporation_des_gourmets_et_courtiers,,136,2,14,52.0
52,aves_aa_4R_1405_0053,1405,conseiller_des_charrons,Claus Dingesheim,claus,dingsheim,,,,echevinat,corporation_des_charrons,,136,2,15,53.0
53,aves_aa_4R_1405_0054,1405,conseiller_des_regrattiers_cordiers_et_fruitiers,Hug Fritschman,hug,fritschmann,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,136,2,16,54.0
54,aves_aa_4R_1405_0055,1405,conseiller_des_coltineurs_de_tonneaux,Cüntz Stahel,küntz,stachel,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,136,2,17,55.0
55,aves_aa_4R_1405_0056,1405,conseiller_des_constructeurs_de_bateaux,Hug Klye,hug,klige,,,,echevinat,corporation_des_constructeurs_de_bateaux,,136,2,18,56.0
56,aves_aa_4R_1405_0057,1405,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Walther Oleman,walther,ölmann,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,136,2,19,57.0
4,aves_aa_4R_1406_0005,1406,ammeister,her Wilhelm Metziger der                      ammeister,wilhelm,metziger,,,"['her', 'ammeister']",echevinat,,,137,1,5,5.0
29,aves_aa_4R_1406_0030,1406,conseiller_des_marchands,Peter Riffe,peter,riffe,,,,echevinat,corporation_des_marchands,,137,1,30,30.0
30,aves_aa_4R_1406_0031,1406,conseiller_des_boulangers,Cüntze Gerter,küntz,gerter,,,,echevinat,corporation_des_boulangers,,137,1,31,31.0
31,aves_aa_4R_1406_0032,1406,conseiller_des_bouchers,Peter Museler,peter,müseler,,,,echevinat,corporation_des_bouchers,,137,1,32,32.0
32,aves_aa_4R_1406_0033,1406,conseiller_des_drapiers,Claus Spilman,claus,spielmann,,,,echevinat,corporation_des_drapiers,,137,1,33,33.0
33,aves_aa_4R_1406_0034,1406,conseiller_des_tonneliers,Claus Schanlit,claus,schanlit,,,,echevinat,corporation_des_tonneliers,,137,1,34,34.0
34,aves_aa_4R_1406_0035,1406,conseiller_des_tanneurs,Johans Hanseler,johanns,hanseler,,,,echevinat,corporation_des_tanneurs,,137,1,35,35.0
35,aves_aa_4R_1406_0036,1406,conseiller_des_cabaretiers,Johans Krafft,johanns,kraft,,,,echevinat,corporation_des_cabaretiers,,137,1,36,36.0
36,aves_aa_4R_1406_0037,1406,conseiller_des_maçons,Mewus Kindelin,mewus,kindelin,,,,echevinat,corporation_des_maçons,,137,1,37,37.0
37,aves_aa_4R_1406_0038,1406,conseiller_des_forgerons,Steffan Sporer,stefan,sporer,,,,echevinat,corporation_des_forgerons,,137,1,38,38.0
38,aves_aa_4R_1406_0039,1406,conseiller_des_tailleurs,Herman zum Überhange,hermann,"überhang, zum",,,,echevinat,corporation_des_tailleurs,,137,1,39,39.0
39,aves_aa_4R_1406_0040,1406,conseiller_des_bateliers,Hans Meiger,johanns,meiger,,,,echevinat,corporation_des_bateliers,,137,1,40,40.0
40,aves_aa_4R_1406_0041,1406,conseiller_des_pelletiers,Götze von Hagenowe,götze,"hagenau, von",,,,echevinat,corporation_des_pelletiers,,137,1,41,41.0
41,aves_aa_4R_1406_0042,1406,conseiller_des_charpentiers,Heitzman Lamp,heitz,lamb,,,,echevinat,corporation_des_charpentiers,,137,1,42,42.0
42,aves_aa_4R_1406_0043,1406,conseiller_des_cordonniers,Oberlin Hering,oberlin,herring,,,,echevinat,corporation_des_cordonniers,,137,2,1,43.0
43,aves_aa_4R_1406_0044,1406,conseiller_des_orfevres,Hug Seyffenmachen,hug,seifenmacher,,,,echevinat,corporation_des_orfevres,,137,2,2,44.0
44,aves_aa_4R_1406_0045,1406,conseiller_des_marchands_de_grains,Ülrich Hünrer,ulrich,hühnerer,,,,echevinat,corporation_des_marchands_de_grains,,137,2,3,45.0
45,aves_aa_4R_1406_0046,1406,conseiller_des_jardiniers,Hans Grostein,johanns,grossstein,,,,echevinat,corporation_des_jardiniers,,137,2,4,46.0
46,aves_aa_4R_1406_0047,1406,conseiller_des_pêcheurs,Cüntze Mönchelin,küntz,mönchelin,,,,echevinat,corporation_des_pêcheurs,,137,2,5,47.0
47,aves_aa_4R_1406_0048,1406,conseiller_des_barbiers_et_baigneurs,Henselin Stolhofen,hensel,stollhofen,,,,echevinat,corporation_des_barbiers_et_baigneurs,,137,2,6,48.0
48,aves_aa_4R_1406_0049,1406,conseiller_des_sauniers,her Ülrich Gosse,ulrich,gosse,,,['her'],echevinat,corporation_des_sauniers,,137,2,7,49.0
49,aves_aa_4R_1406_0050,1406,conseiller_des_tisserands,Hans Frye,johanns,frei,,,,echevinat,corporation_des_tisserands,,137,2,8,50.0
50,aves_aa_4R_1406_0051,1406,conseiller_des_gourmets_et_courtiers,Walther Schrotbanck,walther,schrotbanck,,,,echevinat,corporation_des_gourmets_et_courtiers,,137,2,9,51.0
51,aves_aa_4R_1406_0052,1406,conseiller_des_charrons,Peter Gosse,peter,gosse,,,,echevinat,corporation_des_charrons,,137,2,10,52.0
52,aves_aa_4R_1406_0053,1406,conseiller_des_regrattiers_cordiers_et_fruitiers,Peter Seyler von Hagenöwe,peter,seiler,"hagenau, von",,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,137,2,11,53.0
53,aves_aa_4R_1406_0054,1406,conseiller_des_coltineurs_de_tonneaux,Johans Mörlin,johanns,mörlin,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,137,2,12,54.0
54,aves_aa_4R_1406_0055,1406,conseiller_des_constructeurs_de_bateaux,Lienhart Bobest,lienhart,bobst,,,,echevinat,corporation_des_constructeurs_de_bateaux,,137,2,13,55.0
55,aves_aa_4R_1406_0056,1406,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Johans von Dürningen,johanns,"dürningen, von",,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,137,2,14,56.0
4,aves_aa_4R_1407_0005,1407,ammeister,her Johanns Heilman der ammeister,johanns,heilmann,,,"['her', 'ammeister']",echevinat,,,138,1,5,5.0
4,aves_aa_4R_1408_0005,1408,ammeister,her Ülrich Gosse der ammeister,ulrich,gosse,,,"['her', 'ammeister']",echevinat,,,139,1,5,5.0
29,aves_aa_4R_1408_0030,1408,conseiller_des_marchands,Heinrich Lymer,heinrich,leimer,,,,echevinat,corporation_des_marchands,,139,1,30,30.0
30,aves_aa_4R_1408_0031,1408,conseiller_des_boulangers,Johanns pfister sant Thoman,johanns,,sankt-thoman,,['pfister'],echevinat,corporation_des_boulangers,,139,1,31,31.0
31,aves_aa_4R_1408_0032,1408,conseiller_des_bouchers,her Wilhelm Metziger,wilhelm,metziger,,,['her'],echevinat,corporation_des_bouchers,,139,1,32,32.0
32,aves_aa_4R_1408_0033,1408,conseiller_des_drapiers,Hanseman Herbst,johanns,herbst,,,,echevinat,corporation_des_drapiers,,139,1,33,33.0
33,aves_aa_4R_1408_0034,1408,conseiller_des_tonneliers,Walther Schanlit,walther,schanlit,,,,echevinat,corporation_des_tonneliers,,139,1,34,34.0
34,aves_aa_4R_1408_0035,1408,conseiller_des_tanneurs,Peter Küchler,peter,kücheler,,,,echevinat,corporation_des_tanneurs,,139,1,35,35.0
35,aves_aa_4R_1408_0036,1408,conseiller_des_cabaretiers,Anshelm Spirer,anshelm,spirer,,,,echevinat,corporation_des_cabaretiers,,139,1,36,36.0
36,aves_aa_4R_1408_0037,1408,conseiller_des_maçons,Johanns von Bergheim genant                            Ammeister,johanns,"bergheim, von",ammeister,,,echevinat,corporation_des_maçons,,139,1,37,37.0
37,aves_aa_4R_1408_0038,1408,conseiller_des_forgerons,Ludeman Gast der                         hüptschmit,ludwig,gast,,,['hüptschmit'],echevinat,corporation_des_forgerons,,139,1,38,38.0
38,aves_aa_4R_1408_0039,1408,conseiller_des_tailleurs,Conrat Schrotbanck,konrat,schrotbanck,,,,echevinat,corporation_des_tailleurs,,139,2,1,39.0
39,aves_aa_4R_1408_0040,1408,conseiller_des_bateliers,Johanns Lumbart,johanns,lumbart,,,,echevinat,corporation_des_bateliers,,139,2,2,40.0
40,aves_aa_4R_1408_0041,1408,conseiller_des_pelletiers,Johanns Vogt von Ettenheim,johanns,vogt,"ettenheim, von",,,echevinat,corporation_des_pelletiers,,139,2,3,41.0
41,aves_aa_4R_1408_0042,1408,conseiller_des_charpentiers,Claus von Oberkirch,claus,"oberkirch, von",,,,echevinat,corporation_des_charpentiers,,139,2,4,42.0
42,aves_aa_4R_1408_0043,1408,conseiller_des_crieurs_et_mesureurs_de_vin,Öttelin Rynowe,ottemann,rhinau,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,139,2,5,43.0
43,aves_aa_4R_1408_0044,1408,conseiller_des_cordonniers,Johanns Loubeck,johanns,laubeck,,,,echevinat,corporation_des_cordonniers,,139,2,6,44.0
44,aves_aa_4R_1408_0045,1408,conseiller_des_orfevres,Peter Honowe,peter,honau,,,,echevinat,corporation_des_orfevres,,139,2,7,45.0
45,aves_aa_4R_1408_0046,1408,conseiller_des_marchands_de_grains,Wölffelin züm Rotenschilt,wolff,"rotenschilt, zum",,,,echevinat,corporation_des_marchands_de_grains,,139,2,8,46.0
46,aves_aa_4R_1408_0047,1408,conseiller_des_jardiniers,Andres Natteler,andres,natteler,,,,echevinat,corporation_des_jardiniers,,139,2,9,47.0
47,aves_aa_4R_1408_0048,1408,conseiller_des_pêcheurs,Hanns Lambs,johanns,lamb,,,,echevinat,corporation_des_pêcheurs,,139,2,10,48.0
48,aves_aa_4R_1408_0049,1408,conseiller_des_barbiers_et_baigneurs,Walther scherer sant Thoman,walther,,sankt-thoman,,['scherer'],echevinat,corporation_des_barbiers_et_baigneurs,,139,2,11,49.0
49,aves_aa_4R_1408_0050,1408,conseiller_des_sauniers,Leonhart Schmit zü Trachenfeils,lienhart,schmied,"trachenfeils, zu",,,echevinat,corporation_des_sauniers,,139,2,12,50.0
50,aves_aa_4R_1408_0051,1408,conseiller_des_tisserands,Peter Marlen der wöber,peter,marlen,,,['wöber'],echevinat,corporation_des_tisserands,,139,2,13,51.0
51,aves_aa_4R_1408_0052,1408,conseiller_des_gourmets_et_courtiers,Johanns Pfaffenhofen,johanns,pfaffenhoffen,,,,echevinat,corporation_des_gourmets_et_courtiers,,139,2,14,52.0
52,aves_aa_4R_1408_0053,1408,conseiller_des_charrons,Reinhart Kistener,reinhart,kistner,,,,echevinat,corporation_des_charrons,,139,2,15,53.0
53,aves_aa_4R_1408_0054,1408,conseiller_des_regrattiers_cordiers_et_fruitiers,Claus Steingewürck,claus,steingewerck,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,139,2,16,54.0
54,aves_aa_4R_1408_0055,1408,conseiller_des_coltineurs_de_tonneaux,Claus Voltze,claus,voltz,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,139,2,17,55.0
55,aves_aa_4R_1408_0056,1408,conseiller_des_constructeurs_de_bateaux,Leonhart Bobst,lienhart,bobst,,,,echevinat,corporation_des_constructeurs_de_bateaux,,139,2,18,56.0
56,aves_aa_4R_1408_0057,1408,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Johanns Northus der müller,johanns,nordhausen,,,['müller'],echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,139,2,19,57.0
4,aves_aa_4R_1409_0005,1409,ammeister,her Rüllin Barpfennig der                      ammeister,ruhlemann,barpfennig,,,"['her', 'ammeister']",echevinat,,,140,1,5,5.0
29,aves_aa_4R_1409_0030,1409,conseiller_des_marchands,Berhtolt von Colmar,bechtolt,"colmar, von",,,,echevinat,corporation_des_marchands,,140,1,30,30.0
30,aves_aa_4R_1409_0031,1409,conseiller_des_boulangers,Werlin von Hagenowe,wernher,"hagenau, von",,,,echevinat,corporation_des_boulangers,,140,1,31,31.0
31,aves_aa_4R_1409_0032,1409,conseiller_des_bouchers,Wilhelm von Berse,wilhelm,"berse, von",,,,echevinat,corporation_des_bouchers,,140,1,32,32.0
32,aves_aa_4R_1409_0033,1409,conseiller_des_drapiers,her Johanns Heilman,johanns,heilmann,,,['her'],echevinat,corporation_des_drapiers,,140,1,33,33.0
33,aves_aa_4R_1409_0034,1409,conseiller_des_tonneliers,Claus Schanlit,claus,schanlit,,,,echevinat,corporation_des_tonneliers,,140,1,34,34.0
34,aves_aa_4R_1409_0035,1409,conseiller_des_tanneurs,Claus Werde,claus,werde,,,,echevinat,corporation_des_tanneurs,,140,1,35,35.0
35,aves_aa_4R_1409_0036,1409,conseiller_des_cabaretiers,Heinrich Kranich,heinrich,kranich,,,,echevinat,corporation_des_cabaretiers,,140,1,36,36.0
36,aves_aa_4R_1409_0037,1409,conseiller_des_maçons,Lawlin Rülman,lauwel,ruhlmann,,,,echevinat,corporation_des_maçons,,140,1,37,37.0
37,aves_aa_4R_1409_0038,1409,conseiller_des_forgerons,Steffan Sporer,stefan,sporer,,,,echevinat,corporation_des_forgerons,,140,1,38,38.0
38,aves_aa_4R_1409_0039,1409,conseiller_des_tailleurs,Herman züm Überhang,hermann,"überhang, zum",,,,echevinat,corporation_des_tailleurs,,140,2,1,39.0
39,aves_aa_4R_1409_0040,1409,conseiller_des_bateliers,her Peter Sunner,peter,sünner,,,['her'],echevinat,corporation_des_bateliers,,140,2,2,40.0
40,aves_aa_4R_1409_0041,1409,conseiller_des_pelletiers,Johanns Michelin,johanns,michelin,,,,echevinat,corporation_des_pelletiers,,140,2,3,41.0
41,aves_aa_4R_1409_0042,1409,conseiller_des_charpentiers,Heintz Lamp,heintz,lamb,,,,echevinat,corporation_des_charpentiers,,140,2,4,42.0
42,aves_aa_4R_1409_0043,1409,conseiller_des_crieurs_et_mesureurs_de_vin,Jecklin Beildeck,jeckel,beildeck,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,140,2,5,43.0
43,aves_aa_4R_1409_0044,1409,conseiller_des_cordonniers,Oberlin Hering,oberlin,herring,,,,echevinat,corporation_des_cordonniers,,140,2,6,44.0
44,aves_aa_4R_1409_0045,1409,conseiller_des_orfevres,Claus Arge,claus,arge,,,,echevinat,corporation_des_orfevres,,140,2,7,45.0
45,aves_aa_4R_1409_0046,1409,conseiller_des_marchands_de_grains,Claus Melbrü,claus,melbrühe,,,,echevinat,corporation_des_marchands_de_grains,,140,2,8,46.0
46,aves_aa_4R_1409_0047,1409,conseiller_des_jardiniers,Hanseman Dübingheim,johanns,düpigheim,,,,echevinat,corporation_des_jardiniers,,140,2,9,47.0
47,aves_aa_4R_1409_0048,1409,conseiller_des_pêcheurs,Swicker,schweicker,,,,,echevinat,corporation_des_pêcheurs,,140,2,10,48.0
48,aves_aa_4R_1409_0049,1409,conseiller_des_barbiers_et_baigneurs,Hanseman bader inn Crutenowe,johanns,,"krutenau, in",,['bader'],echevinat,corporation_des_barbiers_et_baigneurs,,140,2,11,49.0
49,aves_aa_4R_1409_0050,1409,conseiller_des_sauniers,Hanseman Saltzmütter der jung,johanns,saltzmütter,,der junge,,echevinat,corporation_des_sauniers,,140,2,12,50.0
50,aves_aa_4R_1409_0051,1409,conseiller_des_tisserands,Heintz Messinger,heintz,messinger,,,,echevinat,corporation_des_tisserands,,140,2,13,51.0
51,aves_aa_4R_1409_0052,1409,conseiller_des_gourmets_et_courtiers,Hanns Schenck,johanns,schenck,,,,echevinat,corporation_des_gourmets_et_courtiers,,140,2,14,52.0
52,aves_aa_4R_1409_0053,1409,conseiller_des_charrons,Hug Dritzehen,hug,dreitzehn,,,,echevinat,corporation_des_charrons,,140,2,15,53.0
53,aves_aa_4R_1409_0054,1409,conseiller_des_regrattiers_cordiers_et_fruitiers,Claus züm Hohenhuse an Steinstross,claus,"hohenhaus, zum","steinstrasse, an der",,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,140,2,16,54.0
54,aves_aa_4R_1409_0055,1409,conseiller_des_coltineurs_de_tonneaux,Claus Wilgotheim,claus,willgottheim,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,140,2,17,55.0
55,aves_aa_4R_1409_0056,1409,conseiller_des_constructeurs_de_bateaux,Hug Klye,hug,klige,,,,echevinat,corporation_des_constructeurs_de_bateaux,,140,2,18,56.0
56,aves_aa_4R_1409_0057,1409,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns Dürninger der                            düchscherer,johanns,dürninger,,,['düchscherer'],echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,140,2,19,57.0
4,aves_aa_4R_1410_0005,1410,ammeister,her Michel Melbrü der ammeister,michel,melbrühe,,,"['her', 'ammeister']",echevinat,,,141,1,5,5.0
29,aves_aa_4R_1410_0030,1410,conseiller_des_marchands,Peter Riffe,peter,riffe,,,,echevinat,corporation_des_marchands,,141,1,30,30.0
30,aves_aa_4R_1410_0031,1410,conseiller_des_boulangers,Jacob von Geispoltzheim,jacob,"geispoltzheim, von",,,,echevinat,corporation_des_boulangers,,141,1,31,31.0
31,aves_aa_4R_1410_0032,1410,conseiller_des_bouchers,her Wilhelm Metziger,wilhelm,metziger,,,['her'],echevinat,corporation_des_bouchers,,141,1,32,32.0
32,aves_aa_4R_1410_0033,1410,conseiller_des_drapiers,Claus Spilman,claus,spielmann,,,,echevinat,corporation_des_drapiers,,141,1,33,33.0
33,aves_aa_4R_1410_0034,1410,conseiller_des_tonneliers,Thoman züm Herhorn,thoman,"herrhorn, zum",,,,echevinat,corporation_des_tonneliers,,141,1,34,34.0
34,aves_aa_4R_1410_0035,1410,conseiller_des_tanneurs,Peter Küchler,peter,kücheler,,,,echevinat,corporation_des_tanneurs,,141,1,35,35.0
35,aves_aa_4R_1410_0036,1410,conseiller_des_cabaretiers,Johanns von Mummenheim,johanns,"mommenheim, von",,,,echevinat,corporation_des_cabaretiers,,141,1,36,36.0
36,aves_aa_4R_1410_0037,1410,conseiller_des_maçons,Johanns Ganser der eilter,johanns,ganser,,,,echevinat,corporation_des_maçons,,141,1,37,37.0
37,aves_aa_4R_1410_0038,1410,conseiller_des_forgerons,Eberlin von Truhtersheim,eberhart,"trüchtersheim, von",,,,echevinat,corporation_des_forgerons,,141,1,38,38.0
38,aves_aa_4R_1410_0039,1410,conseiller_des_tailleurs,Johanns von Selss,johanns,"seltz, von",,,,echevinat,corporation_des_tailleurs,,141,2,1,39.0
39,aves_aa_4R_1410_0040,1410,conseiller_des_bateliers,Conrat Armbruster,konrat,armbruster,,,,echevinat,corporation_des_bateliers,,141,2,2,40.0
40,aves_aa_4R_1410_0041,1410,conseiller_des_pelletiers,Heintzman Selose,heintz,seelose,,,,echevinat,corporation_des_pelletiers,,141,2,3,41.0
41,aves_aa_4R_1410_0042,1410,conseiller_des_charpentiers,der lange Obreht,obrecht,,der lange,,,echevinat,corporation_des_charpentiers,,141,2,4,42.0
42,aves_aa_4R_1410_0043,1410,conseiller_des_crieurs_et_mesureurs_de_vin,Öttelin Rynowe,ottemann,rhinau,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,141,2,5,43.0
43,aves_aa_4R_1410_0044,1410,conseiller_des_cordonniers,Johanns Pfowe,johanns,pfau,,,,echevinat,corporation_des_cordonniers,,141,2,6,44.0
44,aves_aa_4R_1410_0045,1410,conseiller_des_orfevres,Herman Moler,hermann,mahler,,,,echevinat,corporation_des_orfevres,,141,2,7,45.0
45,aves_aa_4R_1410_0046,1410,conseiller_des_marchands_de_grains,Hensel Ber,hensel,bere,,,,echevinat,corporation_des_marchands_de_grains,,141,2,8,46.0
46,aves_aa_4R_1410_0047,1410,conseiller_des_jardiniers,Johanns Hertzog,johanns,hertzog,,,,echevinat,corporation_des_jardiniers,,141,2,9,47.0
47,aves_aa_4R_1410_0048,1410,conseiller_des_pêcheurs,Hanseman Gouch,johanns,gauch,,,,echevinat,corporation_des_pêcheurs,,141,2,10,48.0
48,aves_aa_4R_1410_0049,1410,conseiller_des_barbiers_et_baigneurs,Rüdolff Scherer,rudolff,scherer,,,,echevinat,corporation_des_barbiers_et_baigneurs,,141,2,11,49.0
49,aves_aa_4R_1410_0050,1410,conseiller_des_sauniers,her Ülrich Gosse,ulrich,gosse,,,['her'],echevinat,corporation_des_sauniers,,141,2,12,50.0
50,aves_aa_4R_1410_0051,1410,conseiller_des_tisserands,Diebolt Renner,diebolt,renner,,,,echevinat,corporation_des_tisserands,,141,2,13,51.0
51,aves_aa_4R_1410_0052,1410,conseiller_des_gourmets_et_courtiers,Fritsch züm Wahsman,fritsch,"wachsmann, zum",,,,echevinat,corporation_des_gourmets_et_courtiers,,141,2,14,52.0
52,aves_aa_4R_1410_0053,1410,conseiller_des_charrons,Reimbolt Dritzehen,reimbolt,dreitzehn,,,,echevinat,corporation_des_charrons,,141,2,15,53.0
53,aves_aa_4R_1410_0054,1410,conseiller_des_regrattiers_cordiers_et_fruitiers,Rifelin Burckart,riffe,burkhart,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,141,2,16,54.0
54,aves_aa_4R_1410_0055,1410,conseiller_des_coltineurs_de_tonneaux,Cüntz Stahel,küntz,stachel,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,141,2,17,55.0
55,aves_aa_4R_1410_0056,1410,conseiller_des_constructeurs_de_bateaux,Leonhart Bobst,lienhart,bobst,,,,echevinat,corporation_des_constructeurs_de_bateaux,,141,2,18,56.0
56,aves_aa_4R_1410_0057,1410,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Walther Oleman,walther,ölmann,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,141,2,19,57.0
